profile,programmer_type
"{""Dockerfile"": [64529, 103], ""Python"": [453262, 113], ""HCL"": [209027, 61], ""YAML"": [829114, 161], ""Groovy"": [274361, 300], ""Go"": [89664, 232], ""Shell"": [368734, 160]}",DevOps
"{""JavaScript"": [763677, 140], ""Go"": [51658, 206], ""CSS"": [375837, 16], ""SQL"": [30276, 84]}",FullStack
"{""Bash"": [581475, 59], ""Java"": [903257, 113], ""Go"": [257211, 140], ""Python"": [426292, 48], ""SQL"": [867063, 69], ""Scala"": [302099, 300]}",DataEngineer
"{""Shell"": [757452, 207], ""Python"": [466029, 206], ""PowerShell"": [427403, 23], ""Ruby"": [598718, 176], ""Batch"": [3940, 292]}",Automation
"{""Shell"": [2851, 184], ""JavaScript"": [497468, 56], ""Go"": [1137176, 284], ""PHP"": [31507, 265], ""Python"": [59019, 135], ""C"": [7279, 233]}",CyberSecurity
"{""MATLAB"": [343271, 9], ""SQL"": [496557, 28], ""R"": [144268, 54], ""Scala"": [299947, 61], ""Julia"": [646265, 113]}",DataScientist
"{""Go"": [516400, 74], ""Node.js"": [281646, 286], ""Python"": [35932, 296], ""C#"": [96671, 119], ""PHP"": [153149, 286], ""SQL"": [399408, 49], ""Java"": [542005, 173]}",Backend
"{""Groovy"": [393935, 60], ""Shell"": [500386, 28], ""Python"": [209893, 49], ""Go"": [296295, 51], ""YAML"": [42311, 254], ""HCL"": [622149, 77]}",DevOps
"{""JavaScript"": [60800, 280], ""CSS"": [220109, 226], ""PHP"": [57027, 157], ""SQL"": [83302, 39], ""Python"": [51312, 165], ""Go"": [534569, 275], ""HTML"": [502782, 44]}",FullStack
"{""Java"": [264855, 168], ""PHP"": [320287, 95], ""Go"": [360392, 163], ""Node.js"": [509317, 282], ""Python"": [350838, 144], ""SQL"": [1193603, 76], ""C#"": [656008, 92], ""Ruby"": [632381, 250]}",Backend
"{""React"": [100531, 206], ""JavaScript"": [611782, 59], ""TypeScript"": [348500, 17], ""HTML"": [399610, 75]}",Frontend
"{""Batch"": [101563, 101], ""PowerShell"": [807140, 228], ""Go"": [311795, 99], ""Python"": [52783, 39]}",Automation
"{""Java"": [166783, 229], ""SQL"": [59184, 59], ""Scala"": [35944, 150], ""Bash"": [109321, 134], ""Go"": [178174, 223]}",DataEngineer
"{""C++"": [294445, 158], ""C#"": [1061990, 74], ""Rust"": [652703, 208], ""Lua"": [276409, 78], ""Python"": [775555, 194]}",GameDev
"{""Python"": [759290, 229], ""Go"": [703188, 279], ""Ruby"": [255163, 1], ""Node.js"": [282706, 91], ""PHP"": [267211, 300]}",Backend
"{""HTML"": [502061, 95], ""Python"": [683158, 40], ""JavaScript"": [617987, 210], ""SQL"": [154197, 147], ""PHP"": [518730, 105], ""Go"": [435788, 18]}",FullStack
"{""Python"": [451470, 275], ""YAML"": [389472, 93], ""Groovy"": [781157, 30], ""Dockerfile"": [241369, 255], ""Go"": [547407, 296], ""Shell"": [183431, 300], ""HCL"": [408142, 295]}",DevOps
"{""Python"": [59952, 153], ""Rust"": [554084, 114], ""C#"": [654725, 251], ""C++"": [75205, 37]}",GameDev
"{""Go"": [960563, 173], ""SQL"": [734595, 156], ""Python"": [288391, 7], ""Java"": [1050747, 157], ""Bash"": [111051, 16], ""Scala"": [344661, 95]}",DataEngineer
"{""Python"": [205148, 215], ""Go"": [24171, 266], ""Shell"": [414886, 3], ""Groovy"": [548117, 115], ""YAML"": [380725, 51], ""Dockerfile"": [1014446, 169], ""HCL"": [57384, 199]}",DevOps
"{""SQL"": [1139275, 77], ""JavaScript"": [87349, 19], ""PHP"": [284786, 152], ""CSS"": [142170, 296]}",FullStack
"{""Scala"": [616112, 159], ""SQL"": [25312, 30], ""MATLAB"": [156614, 37], ""Julia"": [439937, 220]}",DataScientist
"{""Dockerfile"": [183612, 150], ""Python"": [131395, 267], ""Groovy"": [165765, 60], ""YAML"": [407899, 125]}",DevOps
"{""Python"": [149220, 147], ""Groovy"": [626638, 295], ""YAML"": [746098, 296], ""Go"": [114902, 19], ""HCL"": [230944, 82]}",DevOps
"{""Dockerfile"": [146246, 259], ""YAML"": [377235, 146], ""Python"": [802566, 198], ""HCL"": [778895, 73], ""Groovy"": [1033409, 147], ""Go"": [314204, 281]}",DevOps
"{""Groovy"": [53854, 113], ""YAML"": [578969, 48], ""Dockerfile"": [921173, 216], ""Go"": [400257, 17], ""Shell"": [227437, 119], ""HCL"": [155146, 94]}",DevOps
"{""Dart"": [628920, 38], ""Kotlin"": [860573, 4], ""Swift"": [182304, 194], ""Java"": [585383, 82], ""JavaScript"": [497992, 208]}",Mobile
"{""HTML"": [239642, 72], ""TypeScript"": [356087, 77], ""Vue"": [392203, 1], ""Sass"": [2972, 124]}",Frontend
"{""Shell"": [524340, 32], ""Ruby"": [155354, 277], ""Batch"": [99671, 144], ""Go"": [199702, 227], ""Python"": [88935, 175]}",Automation
"{""TypeScript"": [902687, 13], ""JavaScript"": [162089, 148], ""Vue"": [61274, 116], ""Sass"": [360311, 159], ""CSS"": [359399, 291], ""HTML"": [126130, 86]}",Frontend
"{""Kotlin"": [517579, 241], ""Swift"": [515036, 268], ""Dart"": [87748, 126], ""Java"": [3935, 200], ""JavaScript"": [120545, 300]}",Mobile
"{""JavaScript"": [497380, 12], ""Swift"": [864060, 143], ""Kotlin"": [1330337, 206], ""Dart"": [423532, 60]}",Mobile
"{""JavaScript"": [222212, 155], ""Dart"": [281226, 10], ""Kotlin"": [395176, 98], ""Swift"": [376499, 261]}",Mobile
"{""Shell"": [191422, 16], ""Batch"": [522064, 64], ""Go"": [547995, 185], ""PowerShell"": [93950, 120]}",Automation
"{""Go"": [94490, 118], ""Bash"": [51235, 243], ""SQL"": [187413, 269], ""Scala"": [21831, 122], ""Java"": [273445, 174], ""Python"": [330372, 245]}",DataEngineer
"{""Lua"": [284651, 215], ""Python"": [61699, 270], ""C#"": [253555, 90], ""Rust"": [518981, 70]}",GameDev
"{""Ruby"": [3078, 10], ""Shell"": [297230, 34], ""Go"": [778261, 163], ""PowerShell"": [575141, 28], ""Batch"": [252858, 275], ""Python"": [509886, 152]}",Automation
"{""Batch"": [341328, 155], ""Ruby"": [148955, 92], ""Shell"": [635659, 140], ""Go"": [470963, 71]}",Automation
"{""Python"": [118540, 104], ""Scala"": [288756, 4], ""Go"": [479428, 278], ""Bash"": [228000, 37], ""SQL"": [1035054, 158]}",DataEngineer
"{""Groovy"": [872997, 118], ""Go"": [1129075, 65], ""YAML"": [408250, 116], ""HCL"": [136019, 62]}",DevOps
"{""C"": [284798, 75], ""JavaScript"": [324188, 157], ""PHP"": [388819, 299], ""C++"": [667552, 79]}",CyberSecurity
"{""Rust"": [106433, 235], ""C++"": [386063, 131], ""C#"": [93674, 5], ""Python"": [434865, 85], ""Lua"": [239407, 288]}",GameDev
"{""Java"": [472354, 132], ""JavaScript"": [589949, 208], ""Dart"": [433096, 12], ""Kotlin"": [529280, 173]}",Mobile
"{""Rust"": [311876, 53], ""C++"": [315351, 148], ""Python"": [197677, 150], ""C#"": [206746, 105], ""Lua"": [315588, 299]}",GameDev
"{""JavaScript"": [321016, 127], ""Shell"": [720165, 147], ""C"": [20121, 261], ""C++"": [460347, 206], ""Python"": [643631, 15], ""Go"": [504966, 296], ""PHP"": [481357, 250]}",CyberSecurity
"{""PHP"": [466002, 298], ""Ruby"": [599601, 4], ""C#"": [250329, 48], ""Node.js"": [740037, 20], ""Java"": [482836, 253]}",Backend
"{""Go"": [153963, 148], ""PowerShell"": [364528, 200], ""Shell"": [851422, 66], ""Python"": [119000, 166]}",Automation
"{""PHP"": [436454, 210], ""Go"": [160674, 95], ""JavaScript"": [328843, 173], ""CSS"": [366233, 259], ""Python"": [125276, 281], ""SQL"": [327948, 246]}",FullStack
"{""Python"": [145356, 156], ""R"": [39015, 189], ""SQL"": [676414, 77], ""Julia"": [1009382, 147], ""Scala"": [608025, 83]}",DataScientist
"{""SQL"": [78300, 206], ""Bash"": [491372, 46], ""Python"": [211476, 54], ""Java"": [868359, 248], ""Go"": [463591, 149], ""Scala"": [74540, 138]}",DataEngineer
"{""PHP"": [161486, 266], ""Go"": [283257, 203], ""Python"": [327377, 82], ""C++"": [119691, 236], ""JavaScript"": [1105985, 262], ""Shell"": [240255, 239], ""C"": [979295, 180]}",CyberSecurity
"{""Python"": [392631, 95], ""C"": [123142, 97], ""JavaScript"": [276908, 158], ""C++"": [878659, 171], ""Shell"": [949692, 276], ""PHP"": [78294, 207]}",CyberSecurity
"{""MATLAB"": [273030, 120], ""R"": [394064, 176], ""SQL"": [80502, 204], ""Python"": [1007081, 297], ""Julia"": [271404, 172]}",DataScientist
"{""C++"": [85375, 139], ""Go"": [1109875, 126], ""C"": [380315, 171], ""Shell"": [415424, 260], ""PHP"": [303289, 270]}",CyberSecurity
"{""Bash"": [484196, 238], ""Java"": [498122, 299], ""Python"": [8141, 249], ""SQL"": [242938, 273], ""Scala"": [617923, 189], ""Go"": [276182, 57]}",DataEngineer
"{""Java"": [227202, 299], ""Kotlin"": [642052, 95], ""Dart"": [607104, 84], ""Swift"": [36043, 25], ""JavaScript"": [826107, 55]}",Mobile
"{""Python"": [242102, 192], ""Julia"": [330993, 80], ""R"": [171283, 287], ""SQL"": [1080728, 281], ""Scala"": [138065, 88], ""MATLAB"": [286969, 25]}",DataScientist
"{""Go"": [804873, 254], ""HCL"": [1320760, 96], ""YAML"": [97308, 220], ""Python"": [840517, 78]}",DevOps
"{""JavaScript"": [370604, 244], ""Sass"": [532494, 162], ""HTML"": [75910, 253], ""TypeScript"": [242818, 71], ""React"": [86751, 111], ""Vue"": [1385222, 98], ""CSS"": [370804, 199]}",Frontend
"{""YAML"": [730133, 2], ""Dockerfile"": [473157, 202], ""HCL"": [119749, 59], ""Python"": [215748, 297]}",DevOps
"{""Python"": [139530, 234], ""R"": [167018, 214], ""Julia"": [473530, 123], ""Scala"": [451331, 280], ""MATLAB"": [1024198, 145]}",DataScientist
"{""JavaScript"": [177397, 152], ""Kotlin"": [723802, 168], ""Dart"": [283757, 258], ""Swift"": [269812, 153]}",Mobile
"{""Swift"": [31494, 259], ""Kotlin"": [254683, 177], ""JavaScript"": [239523, 7], ""Java"": [160671, 8]}",Mobile
"{""Shell"": [116201, 100], ""Go"": [427914, 105], ""C++"": [214836, 26], ""C"": [631327, 147], ""JavaScript"": [145660, 171]}",CyberSecurity
"{""R"": [113747, 262], ""MATLAB"": [14917, 67], ""SQL"": [357201, 119], ""Julia"": [256180, 104]}",DataScientist
"{""Python"": [1320018, 213], ""Lua"": [200782, 141], ""C#"": [875503, 299], ""Rust"": [273702, 172]}",GameDev
"{""Groovy"": [90463, 198], ""Shell"": [472468, 91], ""HCL"": [71628, 15], ""Python"": [247448, 141]}",DevOps
"{""C++"": [672898, 63], ""PHP"": [51271, 225], ""Go"": [234097, 256], ""Python"": [264421, 219], ""C"": [332453, 279], ""JavaScript"": [212834, 300]}",CyberSecurity
"{""Dart"": [383235, 154], ""Java"": [112941, 295], ""JavaScript"": [143039, 290], ""Swift"": [517673, 19], ""Kotlin"": [68695, 277]}",Mobile
"{""Go"": [400946, 77], ""Shell"": [222063, 272], ""Python"": [251628, 185], ""JavaScript"": [345370, 30], ""C++"": [484981, 142], ""C"": [373396, 253]}",CyberSecurity
"{""TypeScript"": [851301, 12], ""React"": [202543, 162], ""Sass"": [410757, 208], ""HTML"": [867676, 184]}",Frontend
"{""Batch"": [7579, 167], ""Shell"": [488355, 171], ""Go"": [375286, 52], ""Python"": [417526, 135], ""PowerShell"": [410259, 1]}",Automation
"{""TypeScript"": [184073, 117], ""HTML"": [582654, 24], ""React"": [228548, 162], ""Sass"": [518806, 207], ""CSS"": [933776, 167]}",Frontend
"{""JavaScript"": [281465, 282], ""Python"": [2441, 204], ""SQL"": [398393, 91], ""Go"": [634207, 67]}",FullStack
"{""Scala"": [522065, 144], ""Julia"": [221125, 37], ""MATLAB"": [330887, 157], ""SQL"": [509678, 18], ""Python"": [777394, 2], ""R"": [160444, 105]}",DataScientist
"{""SQL"": [897470, 192], ""Julia"": [839146, 71], ""R"": [736950, 62], ""MATLAB"": [507458, 177]}",DataScientist
"{""Shell"": [788312, 16], ""Ruby"": [626001, 290], ""Go"": [24483, 226], ""Batch"": [146845, 268], ""PowerShell"": [368133, 159]}",Automation
"{""SQL"": [803905, 225], ""CSS"": [453866, 176], ""Go"": [36543, 178], ""PHP"": [166476, 229], ""JavaScript"": [468950, 17], ""Python"": [405753, 286], ""HTML"": [598725, 216]}",FullStack
"{""HTML"": [351116, 154], ""PHP"": [592257, 231], ""Python"": [353335, 1], ""JavaScript"": [304849, 64], ""Go"": [728260, 109]}",FullStack
"{""Java"": [1235425, 203], ""Go"": [616263, 242], ""Python"": [224606, 169], ""SQL"": [19002, 33]}",DataEngineer
"{""SQL"": [203244, 84], ""Julia"": [157465, 274], ""Scala"": [68373, 174], ""R"": [788818, 23]}",DataScientist
"{""JavaScript"": [868162, 40], ""Dart"": [445198, 165], ""Kotlin"": [164409, 276], ""Swift"": [1377959, 192]}",Mobile
"{""Python"": [582827, 35], ""C++"": [283591, 16], ""Lua"": [71278, 190], ""C#"": [179525, 290]}",GameDev
"{""Groovy"": [193694, 72], ""Go"": [72921, 28], ""YAML"": [765135, 148], ""Python"": [110533, 31]}",DevOps
"{""JavaScript"": [752443, 257], ""Swift"": [691046, 271], ""Kotlin"": [440823, 196], ""Dart"": [106321, 66], ""Java"": [117219, 282]}",Mobile
"{""Ruby"": [299965, 249], ""PowerShell"": [616938, 131], ""Batch"": [140721, 228], ""Go"": [864164, 243], ""Shell"": [447293, 8]}",Automation
"{""JavaScript"": [263156, 108], ""C++"": [151435, 254], ""Python"": [294295, 163], ""Shell"": [627038, 109], ""Go"": [442661, 87]}",CyberSecurity
"{""Python"": [846335, 81], ""Scala"": [458932, 95], ""MATLAB"": [91355, 32], ""R"": [411039, 98], ""SQL"": [313781, 122]}",DataScientist
"{""R"": [470802, 283], ""Python"": [374754, 234], ""MATLAB"": [465661, 221], ""Julia"": [685911, 66]}",DataScientist
"{""Java"": [888059, 105], ""Kotlin"": [666909, 1], ""Dart"": [684727, 248], ""Swift"": [298211, 291]}",Mobile
"{""MATLAB"": [826530, 82], ""R"": [159479, 195], ""SQL"": [343103, 213], ""Scala"": [300230, 202], ""Julia"": [210073, 110]}",DataScientist
"{""JavaScript"": [107574, 2], ""PHP"": [206745, 62], ""Shell"": [214421, 289], ""Go"": [266912, 239], ""C"": [275811, 240], ""C++"": [309516, 269]}",CyberSecurity
"{""YAML"": [5055, 68], ""Groovy"": [301266, 291], ""Dockerfile"": [1185018, 121], ""HCL"": [1571186, 47], ""Go"": [79482, 146]}",DevOps
"{""Groovy"": [52797, 169], ""Dockerfile"": [198606, 282], ""Shell"": [761049, 190], ""HCL"": [293538, 180], ""Go"": [115332, 254], ""Python"": [518511, 280]}",DevOps
"{""Groovy"": [179443, 18], ""Go"": [440590, 60], ""Shell"": [160268, 242], ""YAML"": [12281, 8], ""Dockerfile"": [36684, 157], ""HCL"": [116571, 134]}",DevOps
"{""YAML"": [721033, 275], ""HCL"": [234427, 117], ""Python"": [425597, 84], ""Groovy"": [232451, 72]}",DevOps
"{""Dart"": [246293, 251], ""Java"": [507534, 190], ""JavaScript"": [1008066, 102], ""Swift"": [158356, 174], ""Kotlin"": [270196, 201]}",Mobile
"{""C#"": [201095, 228], ""SQL"": [359643, 47], ""Java"": [240449, 297], ""Python"": [521533, 262], ""Node.js"": [730015, 66], ""Ruby"": [266184, 216], ""Go"": [492401, 263], ""PHP"": [414371, 215]}",Backend
"{""Swift"": [230927, 33], ""JavaScript"": [646658, 55], ""Java"": [294898, 297], ""Kotlin"": [500047, 248], ""Dart"": [555277, 241]}",Mobile
"{""Ruby"": [1130252, 245], ""Python"": [641046, 99], ""Batch"": [256077, 170], ""PowerShell"": [323904, 44]}",Automation
"{""Python"": [692906, 241], ""HTML"": [239175, 43], ""JavaScript"": [1148710, 224], ""PHP"": [1108785, 53]}",FullStack
"{""Vue"": [274553, 191], ""CSS"": [366615, 11], ""JavaScript"": [362347, 77], ""React"": [438161, 45], ""TypeScript"": [59051, 195], ""Sass"": [100522, 248], ""HTML"": [269685, 261]}",Frontend
"{""Julia"": [465072, 264], ""Scala"": [857251, 257], ""MATLAB"": [1261265, 85], ""Python"": [648557, 159], ""R"": [866826, 232], ""SQL"": [377450, 247]}",DataScientist
"{""Ruby"": [144097, 69], ""Python"": [609359, 266], ""Batch"": [592306, 135], ""PowerShell"": [139989, 230]}",Automation
"{""Swift"": [96137, 53], ""Java"": [460281, 146], ""Dart"": [545896, 107], ""JavaScript"": [488183, 55], ""Kotlin"": [179410, 193]}",Mobile
"{""Python"": [401641, 6], ""Groovy"": [143997, 259], ""Dockerfile"": [1194645, 33], ""Go"": [534489, 30], ""HCL"": [458329, 140], ""Shell"": [806876, 39]}",DevOps
"{""Scala"": [172633, 78], ""MATLAB"": [1002809, 39], ""SQL"": [971824, 275], ""Julia"": [550357, 162]}",DataScientist
"{""SQL"": [32125, 159], ""HTML"": [459231, 172], ""CSS"": [724372, 185], ""Go"": [224396, 128], ""PHP"": [868488, 88], ""JavaScript"": [506989, 196], ""Python"": [347999, 80]}",FullStack
"{""Java"": [467364, 203], ""Swift"": [754323, 208], ""JavaScript"": [38877, 232], ""Kotlin"": [179006, 44]}",Mobile
"{""Go"": [195916, 294], ""Shell"": [61610, 78], ""Python"": [741473, 193], ""Batch"": [28213, 148], ""Ruby"": [761123, 142], ""PowerShell"": [228311, 244]}",Automation
"{""Lua"": [249569, 255], ""C#"": [149123, 218], ""Rust"": [91541, 150], ""C++"": [289908, 87], ""Python"": [211871, 295]}",GameDev
"{""Batch"": [616527, 92], ""PowerShell"": [608444, 78], ""Go"": [198062, 102], ""Ruby"": [745716, 284]}",Automation
"{""CSS"": [314978, 110], ""HTML"": [681058, 222], ""Go"": [271767, 9], ""SQL"": [126778, 244], ""PHP"": [339556, 48]}",FullStack
"{""Shell"": [73832, 290], ""Python"": [538209, 142], ""JavaScript"": [26065, 174], ""PHP"": [5854, 110], ""Go"": [626283, 235], ""C"": [280345, 235], ""C++"": [173523, 267]}",CyberSecurity
"{""SQL"": [232147, 185], ""Go"": [204375, 47], ""Java"": [192571, 131], ""Scala"": [635417, 242]}",DataEngineer
"{""JavaScript"": [393257, 191], ""Kotlin"": [226271, 3], ""Java"": [490144, 31], ""Swift"": [689333, 176]}",Mobile
"{""SQL"": [377979, 181], ""Julia"": [1285032, 25], ""Scala"": [1093971, 102], ""Python"": [336541, 9]}",DataScientist
"{""PowerShell"": [239495, 7], ""Ruby"": [1576321, 109], ""Go"": [195346, 90], ""Python"": [654521, 241], ""Shell"": [597829, 217], ""Batch"": [572543, 283]}",Automation
"{""Julia"": [742599, 261], ""Scala"": [1251882, 285], ""Python"": [978700, 267], ""R"": [37349, 119]}",DataScientist
"{""Ruby"": [361905, 270], ""Node.js"": [79258, 188], ""C#"": [482977, 165], ""PHP"": [17653, 138], ""Python"": [43894, 149], ""Java"": [457130, 18]}",Backend
"{""HCL"": [695470, 137], ""Python"": [916595, 8], ""Dockerfile"": [51609, 283], ""Groovy"": [277256, 135], ""YAML"": [706093, 261], ""Go"": [1143975, 78], ""Shell"": [849780, 92]}",DevOps
"{""Python"": [317822, 46], ""Java"": [144931, 22], ""Go"": [241693, 275], ""SQL"": [284988, 278], ""Bash"": [112493, 98], ""Scala"": [351705, 93]}",DataEngineer
"{""Python"": [326981, 4], ""Rust"": [302730, 275], ""C#"": [57566, 135], ""Lua"": [302362, 285], ""C++"": [769703, 181]}",GameDev
"{""TypeScript"": [73829, 218], ""JavaScript"": [156537, 180], ""HTML"": [18595, 44], ""Sass"": [822982, 288], ""CSS"": [715569, 25], ""React"": [688171, 108], ""Vue"": [36456, 130]}",Frontend
"{""Swift"": [853, 60], ""JavaScript"": [194272, 261], ""Kotlin"": [59008, 88], ""Java"": [442895, 124]}",Mobile
"{""Python"": [250727, 111], ""Julia"": [125588, 205], ""Scala"": [283426, 142], ""R"": [861654, 69], ""SQL"": [203260, 243]}",DataScientist
"{""PowerShell"": [434518, 282], ""Go"": [522666, 198], ""Python"": [191457, 229], ""Ruby"": [825305, 23]}",Automation
"{""Batch"": [756863, 238], ""PowerShell"": [492094, 276], ""Ruby"": [505911, 111], ""Go"": [569808, 256], ""Shell"": [89159, 107]}",Automation
"{""JavaScript"": [174345, 287], ""Swift"": [631034, 175], ""Java"": [280783, 129], ""Dart"": [851264, 159]}",Mobile
"{""Dart"": [18138, 135], ""Swift"": [189810, 8], ""Java"": [5614, 78], ""JavaScript"": [467201, 105], ""Kotlin"": [43281, 176]}",Mobile
"{""Lua"": [257114, 300], ""C#"": [730510, 147], ""C++"": [20072, 106], ""Python"": [98887, 72]}",GameDev
"{""Java"": [829478, 276], ""Python"": [996654, 38], ""Bash"": [765749, 277], ""Go"": [205478, 216], ""SQL"": [49481, 4], ""Scala"": [442983, 292]}",DataEngineer
"{""Scala"": [551634, 255], ""Python"": [631963, 105], ""SQL"": [574567, 77], ""Java"": [624243, 159], ""Bash"": [450046, 3], ""Go"": [12286, 40]}",DataEngineer
"{""C++"": [131165, 231], ""Lua"": [480884, 175], ""C#"": [189181, 68], ""Python"": [368946, 259]}",GameDev
"{""Python"": [457052, 278], ""Go"": [639602, 33], ""Shell"": [431805, 198], ""Batch"": [600539, 95]}",Automation
"{""Go"": [896972, 159], ""Ruby"": [817943, 127], ""Java"": [153927, 229], ""C#"": [1281754, 280], ""SQL"": [426028, 243], ""Python"": [235095, 92]}",Backend
"{""Shell"": [355715, 123], ""Python"": [17116, 14], ""C++"": [52341, 87], ""PHP"": [599682, 42], ""Go"": [635320, 72], ""JavaScript"": [381479, 125], ""C"": [154041, 34]}",CyberSecurity
"{""PHP"": [79316, 136], ""Go"": [430767, 155], ""C"": [686738, 140], ""Shell"": [457955, 140], ""Python"": [424402, 201], ""C++"": [260319, 237], ""JavaScript"": [255846, 158]}",CyberSecurity
"{""Shell"": [651285, 289], ""Dockerfile"": [498669, 251], ""Python"": [3469, 71], ""Groovy"": [52846, 224], ""YAML"": [162790, 297]}",DevOps
"{""Bash"": [233629, 168], ""SQL"": [99038, 76], ""Python"": [6459, 54], ""Java"": [493934, 42]}",DataEngineer
"{""HTML"": [224263, 100], ""JavaScript"": [63412, 209], ""Python"": [1008393, 21], ""SQL"": [839720, 213], ""CSS"": [188918, 66], ""Go"": [311760, 98]}",FullStack
"{""Go"": [585886, 167], ""Java"": [178279, 191], ""Ruby"": [257772, 189], ""SQL"": [233651, 101]}",Backend
"{""MATLAB"": [133697, 90], ""R"": [715075, 103], ""SQL"": [675749, 291], ""Scala"": [994951, 46]}",DataScientist
